IDENTIFICACAO_CONTRATO;TITULO_PROJETO;CHAMADA_PUBLICA;ANO_CHAMADA_PUBLICA;CNPJ_PROPONENTE;RAZAO_SOCIAL_PROPONENTE;CNPJ_PRODUTORA;RAZAO_SOCIAL_PRODUTORA;CNPJ_DISTRIBUIDORA_PROGRAMADORA;RAZAO_SOCIAL_DISTRIBUIDORA_PROGRAMADORA;DT_PUBLICACAO_CONTRATO_DOU;VL_CONTRATO_DOU;DT_PRIMEIRO_DESEMBOLSO;VL_TOTAL_LIBERADO
02.11.0333.00;EXPEDIÇÕES BURLE MARX;PRODAV 01;2009;03.987.306/0001-71;CAMISA LISTRADA LTDA;03.987.306/0001-71;CAMISA LISTRADA LTDA;09.168.704/0001-42;EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;14/12/2011; 400000,00;19/01/2012; 400000,00
02.11.0344.00;GETÚLIO;PRODECINE 01;2009;28.026.565/0001-67;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;28.026.565/0001-67;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;28.026.565/0001-67;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;21/12/2011; 1500000,00;22/04/2013; 1500000,00
02.11.0379.00;BRUNA SURFISTINHA - O DOCE VENENO DO ESCORPIÃO;PRODECINE 01;2009;03.360.320/0001-40;TV ZERO CINEMA LTDA;03.360.320/0001-40;TV ZERO CINEMA LTDA;03.918.609/0001-32;WMIX DISTRIBUIDORA LTDA.;26/12/2011; 557963,00;15/02/2012; 557963,00
02.11.0393.00;MUITOS HOMENS NUM SÓ;PRODECINE 01;2009;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;07.616.202/0001-01;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;29/12/2011; 1000000,00;06/07/2012; 1000000,00
02.11.0380.00;O MENINO E O MUNDO;PRODECINE 01;2009;67.006.775/0001-45;ALÊ ABREU PRODUÇÕES LTDA;67.006.775/0001-45;ALÊ ABREU PRODUÇÕES LTDA;01.216.636/0001-38;SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA);29/12/2011; 404400,00;29/02/2012; 404400,00
02.11.0401.00;PRAIA DO FUTURO;PRODECINE 02;2009;02.668.665/0001-01;ANTONIO FERNANDES FILMES LTDA;05.508.188/0001-05;CORAÇÃO DA SELVA TRANSMÍDIA S.A.;02.668.665/0001-01;ANTONIO FERNANDES FILMES LTDA;03/01/2012; 1000000,00;27/02/2012; 1000000,00
02.12.0013.00;MEUS DOIS AMORES;PRODECINE 01;2009;00.291.470/0001-51;DILER & ASSOCIADOS LTDA;00.291.470/0001-51;DILER & ASSOCIADOS LTDA;07.616.202/0001-01;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;02/02/2012; 1000000,00;10/05/2012; 1000000,00
02.12.0078.00;BANDIDOS E MOCINHAS;PRODECINE 01;2009;73.619.637/0001-34;FILMES DO EQUADOR LTDA.;73.619.637/0001-34;FILMES DO EQUADOR LTDA.;07.616.202/0001-01;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;21/03/2012; 1000000,00;;
02.12.0069.00;HISTORIETAS ASSOMBRADAS;PRODAV 01;2009;02.140.164/0001-40;GLAZ ENTRETENIMENTO S.A.;02.140.164/0001-40;GLAZ ENTRETENIMENTO S.A.;09.168.704/0001-42;EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;21/03/2012; 650000,00;24/04/2012; 650000,00
02.12.0148.00;LEPORELLA;PRODECINE 01;2009;00.291.470/0001-51;DILER & ASSOCIADOS LTDA;00.291.470/0001-51;DILER & ASSOCIADOS LTDA;03.918.609/0001-32;WMIX DISTRIBUIDORA LTDA.;21/03/2012; 500000,00;;
02.11.0225.00;BRICHOS;PRODAV 01;2009;02.585.713/0001-90;TECNOKENA AUDIOVISUAL E MULTIMIDIA EIRELI;02.585.713/0001-90;TECNOKENA AUDIOVISUAL E MULTIMIDIA EIRELI;09.168.704/0001-42;EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;13/04/2012; 1000000,00;22/06/2012; 1000000,00
02.12.0140.00;ROMANCE POLICIAL;PRODECINE 02;2010;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;05.617.531/0001-41;EL DESIERTO FILMES LTDA ME;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;18/05/2012; 500000,00;01/06/2012; 500000,00
02.12.0145.00;QUEBRADEIRAS;PRODECINE 03;2009;08.331.280/0001-22;RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.;06.159.269/0001-00;CASA AZUL PRODUÇÕES ARTISTICAS LTDA;08.331.280/0001-22;RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.;23/05/2012; 52250,00;;
02.12.0151.00;BILLI PIG;PRODECINE 01;2010;02.140.120/0001-10;BANANEIRA FILMES LTDA.;02.140.120/0001-10;BANANEIRA FILMES LTDA.;03.918.609/0001-32;WMIX DISTRIBUIDORA LTDA.;28/05/2012; 800000,00;05/06/2012; 800000,00
02.12.0152.00;E AÍ, COMEU?;PRODECINE 02;2010;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;09.558.964/0001-24;CASÉ FILMES LTDA;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;28/05/2012; 2250000,00;11/06/2012; 2250000,00
02.12.0174.00;CORPO PRESENTE;PRODECINE 03;2009;08.331.280/0001-22;RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.;04.351.082/0001-70;CINEGRAMA FILMES LTDA;08.331.280/0001-22;RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.;06/06/2012; 109050,00;29/07/2013; 109050,00
02.12.0173.00;OXIGÊNIO;PRODAV 01;2009;04.980.287/0001-14;PANDA FILMES LTDA;04.980.287/0001-14;PANDA FILMES LTDA;68.737.857/0001-22;RBS PARTICIPACOES S A;14/06/2012; 363000,00;14/01/2013; 363000,00
02.12.0196.00;PRA LÁ DO MUNDO;PRODECINE 01;2010;16.487.027/0001-90;TRUQUE PRODUTORA DE CINEMA TV E VÍDEO LTDA;16.487.027/0001-90;TRUQUE PRODUTORA DE CINEMA TV E VÍDEO LTDA;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;15/06/2012; 163000,00;13/07/2012; 163000,00
02.12.0194.00;A CIDADE DOS PIRATAS;PRODECINE 01;2010;87.435.368/0001-60;OTTO DESENHOS ANIMADOS LTDA;87.435.368/0001-60;OTTO DESENHOS ANIMADOS LTDA;04.364.039/0001-49;SNIF SNIF LTDA;19/06/2012; 1000000,00;17/01/2013; 1000000,00
02.12.0195.00;UM FILME DE CINEMA;PRODECINE 01;2010;01.369.211/0001-69;REPÚBLICA PUREZA FILMES LTDA.;01.369.211/0001-69;REPÚBLICA PUREZA FILMES LTDA.;08.427.088/0001-34;DE FELIPPES FILMES E PRODUÇÕES LTDA;19/06/2012; 250000,00;27/07/2012; 250000,00
02.12.0201.00;ASPIRANTES;PRODECINE 02;2010;12.124.611/0001-20;CICLORAMA FILMES LTDA.;04.858.795/0001-24;CRISIS PRODUTIVAS - COMUNICAÇÃO LTDA.;12.124.611/0001-20;CICLORAMA FILMES LTDA.;22/06/2012; 342000,00;01/10/2012; 307800,00
02.12.0213.00;QUASE SAMBA;PRODECINE 02;2010;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;02.140.120/0001-10;BANANEIRA FILMES LTDA.;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;27/06/2012; 358000,00;05/09/2012; 358000,00
02.12.0217.00;AI DE TI, COPACABANA;PRODECINE 01;2010;27.527.464/0001-07;COEVOS FILMES LTDA;27.527.464/0001-07;COEVOS FILMES LTDA;11.310.494/0001-27;FORMOSA PRODUÇÃO E DISTRIBUIÇÃO DE FILMES LTDA;29/06/2012; 1000000,00;;
02.12.0251.00;HISTÓRIAS QUE SÓ EXISTEM QUANDO LEMBRADAS;PRODECINE 01;2010;73.947.392/0001-74;TAIGA FILMES E VIDEO EIRELI;73.947.392/0001-74;TAIGA FILMES E VIDEO EIRELI;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;13/07/2012; 210000,00;06/08/2012; 210000,00
02.12.0249.00;NISE: O CORAÇÃO DA LOUCURA;PRODECINE 01;2009;03.360.320/0001-40;TV ZERO CINEMA LTDA;03.360.320/0001-40;TV ZERO CINEMA LTDA;03.918.609/0001-32;WMIX DISTRIBUIDORA LTDA.;16/07/2012; 500000,00;01/11/2012; 500000,00
02.12.0257.00;ACORDA BRASIL!;PRODECINE 01;2009;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;33.110.420/0001-80;FOX FILM DO BRASIL LTDA;18/07/2012; 1500000,00;24/08/2012; 1500000,00
02.12.0258.00;ATRÁVES DA SOMBRA;PRODECINE 02;2009;72.672.017/0001-04;CANNES PRODUÇÕES S/A;04.864.145/0001-91;CINELÂNDIA BRASIL PRODUÇÕES ARTÍSTICAS LTDA;72.672.017/0001-04;CANNES PRODUÇÕES S/A;18/07/2012; 1240000,00;05/03/2013; 1240000,00
02.12.0264.00;AS AVENTURAS DE AGAMENON, O REPORTER;PRODECINE 01;2010;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;07.616.202/0001-01;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;19/07/2012; 500000,00;06/08/2012; 500000,00
02.12.0266.00;SANGUE AZUL;PRODECINE 01;2010;02.902.219/0001-01;DRAMA FILMES LTDA.;02.902.219/0001-01;DRAMA FILMES LTDA.;08.346.733/0001-94;RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.;20/07/2012; 750000,00;28/09/2012; 750000,00
02.12.0276.00;CORAÇÕES SUJOS;PRODECINE 03;2010;07.616.202/0001-01;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;02.947.857/0001-49;RADAR CINEMA E TELEVISÃO LTDA;07.616.202/0001-01;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;24/07/2012; 400000,00;31/08/2012; 400000,00
02.12.0277.00;ÉDEN;PRODECINE 01;2010;02.342.813/0001-95;TB PRODUÇÕES LTDA;02.342.813/0001-95;TB PRODUÇÕES LTDA;15.263.576/0001-19;LIVRES DISTRIBUIDORA DE AUDIVISUAL LTDA ME;24/07/2012; 407000,00;27/08/2012; 407000,00
02.12.0275.00;MALASARTES;PRODECINE 02;2010;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;02.525.725/0001-29;O2 CINEMA LTDA;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;24/07/2012; 2000000,00;26/08/2015; 2000000,00
02.12.0273.00;MINHA MÃE É UMA PEÇA - O FILME;PRODECINE 02;2010;07.616.202/0001-01;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;10.645.895/0001-75;MIGDAL PRODUÇÕES CINEMATOGRÁFICAS LTDA.;07.616.202/0001-01;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;24/07/2012; 2500000,00;13/09/2012; 2500000,00
02.12.0272.00;PIXINGUINHA, UM HOMEM CARINHOSO;PRODECINE 02;2010;07.616.202/0001-01;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;00.101.698/0001-31;YPEARTS AUDIOVISUAL EIRELI - ME;07.616.202/0001-01;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;24/07/2012; 2500000,00;19/10/2012; 2250000,00
02.12.0274.00;TAÍS & TAIANE;PRODECINE 01;2010;01.111.024/0001-80;ALBATROZ CINEMATOGRÁFICA LTDA;01.111.024/0001-80;ALBATROZ CINEMATOGRÁFICA LTDA;08.331.280/0001-22;RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.;24/07/2012; 899000,00;04/03/2013; 899000,00
02.12.0292.00;MEU PE DE LARANJA LIMA;PRODECINE 01;2010;06.140.668/0001-10;PASSARO FILMS DO BRASIL AUDIOVISUAIS LTDA;06.140.668/0001-10;PASSARO FILMS DO BRASIL AUDIOVISUAIS LTDA;08.346.733/0001-94;RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.;27/07/2012; 800000,00;27/08/2012; 800000,00
02.12.0302.00;CASA GRANDE;PRODECINE 02;2010;07.819.481/0001-00;FILM CONNECTION DISTRIBUIDORA DE FILMES LTDA;10.645.895/0001-75;MIGDAL PRODUÇÕES CINEMATOGRÁFICAS LTDA.;07.819.481/0001-00;FILM CONNECTION DISTRIBUIDORA DE FILMES LTDA;08/08/2012; 950000,00;05/11/2012; 950000,00
02.12.0305.00;O TABLADO DE MARIA CLARA MACHADO;PRODECINE 03;2009;05.933.574/0001-36;PIPA NATIVA PRODUÇÃO CULTURAL LTDA;10.441.893/0001-64;GRAVINART PRODUÇÕES ARTÍSTICAS LTDA;05.933.574/0001-36;PIPA NATIVA PRODUÇÃO CULTURAL LTDA;10/08/2012; 30000,00;;
02.12.0290.00;ONDE ESTÁ A FELICIDADE?;PRODECINE 01;2009;05.508.188/0001-05;CORAÇÃO DA SELVA TRANSMÍDIA S.A.;05.508.188/0001-05;CORAÇÃO DA SELVA TRANSMÍDIA S.A.;33.110.420/0001-80;FOX FILM DO BRASIL LTDA;10/08/2012; 600000,00;27/08/2012; 600000,00
02.12.0304.00;PROVA DE CORAGEM;PRODECINE 01;2010;86.777.331/0001-58;M. SCHMIEDT PRODUÇÕES LTDA;86.777.331/0001-58;M. SCHMIEDT PRODUÇÕES LTDA;12.452.477/0001-97;UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA;10/08/2012; 1000000,00;15/05/2014; 1000000,00
02.12.0291.00;TRINTA;PRODECINE 01;2009;06.137.016/0001-27;PRIMO FILMES LTDA;06.137.016/0001-27;PRIMO FILMES LTDA;33.110.420/0001-80;FOX FILM DO BRASIL LTDA;10/08/2012; 1150000,00;03/09/2013; 1150000,00
02.12.0348.00;MATO SEM CACHORRO;PRODECINE 01;2010;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;03.918.609/0001-32;WMIX DISTRIBUIDORA LTDA.;14/09/2012; 1500000,00;25/10/2012; 1500000,00
02.12.0362.00;CASA DA MÃE JOANA 2;PRODECINE 02;2010;03.918.609/0001-32;WMIX DISTRIBUIDORA LTDA.;40.426.918/0001-11;MAC COMUNICAÇÃO E PRODUÇÃO LTDA;03.918.609/0001-32;WMIX DISTRIBUIDORA LTDA.;24/09/2012; 1500000,00;07/11/2012; 1500000,00
02.12.0369.00;PONTE AÉREA;PRODECINE 02;2010;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;42.473.256/0001-66;MORENA FILMES EIRELI - ME;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;25/09/2012; 1500000,00;;
02.12.0376.00;TAINÁ 3 - A ORIGEM;PRODECINE 01;2010;42.488.478/0001-52;SINCROCINE PRODUÇÕES CINEMATOGRÁFICAS LTDA;42.488.478/0001-52;SINCROCINE PRODUÇÕES CINEMATOGRÁFICAS LTDA;07.616.202/0001-01;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;05/10/2012; 900000,00;01/11/2012; 900000,00
02.12.0378.00;A PRIMEIRA MISSA;PRODECINE 01;2010;30.510.135/0001-68;CRYSTAL CINEMATOGRÁFICA LTDA;30.510.135/0001-68;CRYSTAL CINEMATOGRÁFICA LTDA;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;09/10/2012; 500000,00;26/10/2012; 500000,00
02.12.0377.00;TATUAGEM;PRODECINE 01;2010;02.669.022/0001-74;REC PRODUTORES ASSOCIADOS LTDA;02.669.022/0001-74;REC PRODUTORES ASSOCIADOS LTDA;08.346.733/0001-94;RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.;09/10/2012; 748000,00;09/11/2012; 748000,00
02.12.0382.00;MARESIA;PRODECINE 01;2010;03.766.122/0001-81;SOLAR FILMES LTDA - ME;03.766.122/0001-81;SOLAR FILMES LTDA - ME;00.338.948/0001-51;E.H. FILMES LTDA;16/10/2012; 500000,00;18/02/2014; 500000,00
02.12.0401.00;UMA HISTÓRIA DE AMOR E FÚRIA;PRODECINE 03;2009;72.672.017/0001-04;CANNES PRODUÇÕES S/A;02.238.621/0001-33;BURITI FILMES LTDA;72.672.017/0001-04;CANNES PRODUÇÕES S/A;23/10/2012; 388500,00;09/01/2013; 388500,00
02.12.0404.00;ENTRE VALES E MONTANHAS;PRODECINE 01;2010;03.382.581/0001-61;POLO DE IMAGEM LTDA (BAIXADO);03.382.581/0001-61;POLO DE IMAGEM LTDA (BAIXADO);08.346.733/0001-94;RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.;24/10/2012; 500000,00;09/11/2012; 500000,00
02.12.0400.00;A MULHER DO MEU MARIDO;PRODECINE 02;2009;72.672.017/0001-04;CANNES PRODUÇÕES S/A;73.619.637/0001-34;FILMES DO EQUADOR LTDA.;72.672.017/0001-04;CANNES PRODUÇÕES S/A;30/10/2012; 1500000,00;;
02.12.0420.00;BEIRA DO CAMINHO;PRODECINE 01;2009;02.020.661/0001-04;CONSPIRAÇÃO FILMES S/A;02.020.661/0001-04;CONSPIRAÇÃO FILMES S/A;33.110.420/0001-80;FOX FILM DO BRASIL LTDA;14/11/2012; 1206746,32;23/03/2017; 1206746,32
02.12.0449.00;A PRINCESA DE ELYMIA;PRODECINE 01;2010;10.433.648/0001-05;STAIRS PRODUCOES AUDIOVISUAIS LTDA;10.433.648/0001-05;STAIRS PRODUCOES AUDIOVISUAIS LTDA;04.980.287/0001-14;PANDA FILMES LTDA;05/12/2012; 897246,00;26/12/2012; 807521,40
02.12.0463.00;APARECIDA, O MILAGRE;PRODECINE 01;2009;36.007.649/0001-81;VITÓRIA PRODUÇÕES CINEMATOGRÁFICAS LTDA.;36.007.649/0001-81;VITÓRIA PRODUÇÕES CINEMATOGRÁFICAS LTDA.;27.654.722/0001-16;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;07/12/2012; 1000000,00;10/01/2013; 1000000,00
02.12.0462.00;O MENINO NO ESPELHO;PRODECINE 01;2010;03.987.306/0001-71;CAMISA LISTRADA LTDA;03.987.306/0001-71;CAMISA LISTRADA LTDA;07.616.202/0001-01;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;07/12/2012; 750000,00;13/12/2012; 750000,00
02.12.0466.00;QUASE MEMÓRIA;PRODECINE 01;2009;02.282.322/0001-04;KINOSSAURUS FILMES LTDA.;02.282.322/0001-04;KINOSSAURUS FILMES LTDA.;07.819.481/0001-00;FILM CONNECTION DISTRIBUIDORA DE FILMES LTDA;12/12/2012; 1000000,00;31/07/2013; 1000000,00
02.12.0498.00;TURMA DO XAXADO;PRODAV 01;2010;14.372.650/0001-72;LIBERATO PRODUÇÕES CULTURAIS LTDA;14.372.650/0001-72;LIBERATO PRODUÇÕES CULTURAIS LTDA;13.420.609/0001-61;INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA IRDEB;21/12/2012; 200000,00;25/02/2013; 200000,00
02.12.0502.00;À QUEIMA ROUPA;PRODECINE 01;2010;01.464.291/0001-31;KINOFILMES PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;01.464.291/0001-31;KINOFILMES PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;07.616.202/0001-01;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;04/01/2013; 623000,00;28/03/2013; 623000,00
02.13.0003.00;GUERRA DOS VIZINHOS;PRODECINE 03;2009;08.331.280/0001-22;RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.;01.712.185/0001-20;XR2 CINEVÍDEO LTDA ME;08.331.280/0001-22;RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.;09/01/2013; 100000,00;;
02.13.0001.00;HISTÓRIAS DE ALICE;PRODECINE 03;2009;05.933.574/0001-36;PIPA NATIVA PRODUÇÃO CULTURAL LTDA;35.789.569/0001-62;OSWALDO CALDEIRA PRODUCOES CINEMATOGRFICAS LTDA;05.933.574/0001-36;PIPA NATIVA PRODUÇÃO CULTURAL LTDA;09/01/2013; 104151,00;25/06/2013; 104151,00
02.13.0007.00;QUE É QUE VOU FAZER DA MINHA VIDA?;PRODAV 01;2009;32.056.954/0001-02;HKAUFFMANN PRODUÇÃO DE IMAGENS LTDA;32.056.954/0001-02;HKAUFFMANN PRODUÇÃO DE IMAGENS LTDA;09.168.704/0001-42;EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;23/01/2013; 500000,00;03/05/2013; 500000,00
02.13.0022.00;A GRANDE VIAGEM - A SÉRIE;PRODAV 01;2010;08.429.784/0001-80;AURORA FILMES LTDA.;08.429.784/0001-80;AURORA FILMES LTDA.;09.168.704/0001-42;EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;25/02/2013; 990000,00;08/04/2013; 990000,00
02.13.0020.00;CONDOMÍNIO JAQUELINE;PRODAV 01;2010;05.508.188/0001-05;CORAÇÃO DA SELVA TRANSMÍDIA S.A.;05.508.188/0001-05;CORAÇÃO DA SELVA TRANSMÍDIA S.A.;03.347.577/0001-62;FOX LATIN AMERICAN CHANNELS DO BRASIL LTDA;25/02/2013; 1200000,00;23/05/2013; 1200000,00
02.13.0021.00;TROMBA TREM - EPISÓDIOS 14 A 26;PRODAV 01;2010;09.551.826/0001-13;COPA STUDIO PRODUTORA AUDIOVISUAL LTDA;09.551.826/0001-13;COPA STUDIO PRODUTORA AUDIOVISUAL LTDA;09.168.704/0001-42;EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;25/02/2013; 1400000,00;01/04/2013; 1400000,00
02.13.0025.00;BOBOLÂNDIA, MONSTROLÂNDIA;PRODAV 01;2010;08.517.383/0001-81;44 TOONS - PRODUÇÕES ARTÍSTICAS LTDA;08.517.383/0001-81;44 TOONS - PRODUÇÕES ARTÍSTICAS LTDA;61.914.891/0001-86;FUND PE ANCHIETA CENTRO PAULISTA RADIO E TV EDUCATIVAS;26/02/2013; 890000,00;05/08/2014; 890000,00
02.13.0026.00;X-CORAÇÃO;PRODAV 01;2010;05.491.003/0001-99;A. R. BOZZETTI - AUDIOVISUAIS;05.491.003/0001-99;A. R. BOZZETTI - AUDIOVISUAIS;09.168.704/0001-42;EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;27/02/2013; 800000,00;20/08/2013; 800000,00
02.13.0033.00;CARRAPATOS E CATAPULTAS - SÉRIE DE ANIMAÇÃO - EPISÓDIOS 14 A 26;PRODAV 01;2010;06.768.153/0001-60;ZOOM ELEFANTE PRODUÇÃO CINEMATOGRÁFICA LTDA;06.768.153/0001-60;ZOOM ELEFANTE PRODUÇÃO CINEMATOGRÁFICA LTDA;09.168.704/0001-42;EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;08/03/2013; 1000000,00;31/07/2013; 1000000,00
02.13.0032.00;TORDESILHAS;PRODAV 01;2010;08.517.383/0001-81;44 TOONS - PRODUÇÕES ARTÍSTICAS LTDA;08.517.383/0001-81;44 TOONS - PRODUÇÕES ARTÍSTICAS LTDA;61.914.891/0001-86;FUND PE ANCHIETA CENTRO PAULISTA RADIO E TV EDUCATIVAS;08/03/2013; 1000000,00;13/12/2013; 1000000,00
02.13.0044.00;VAZANTE;PRODECINE 01;2010;66.876.707/0001-74;DEZENOVE SOM E IMAGENS PRODUÇÕES LTDA - EPP;66.876.707/0001-74;DEZENOVE SOM E IMAGENS PRODUÇÕES LTDA - EPP;12.452.477/0001-97;UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA;02/04/2013; 750000,00;30/07/2015; 750000,00
02.13.0053.00;CORDILHEIRA;PRODECINE 02;2010;03.918.609/0001-32;WMIX DISTRIBUIDORA LTDA.;05.840.498/0001-14;RT COMÉRCIO E SERVIÇOS DE CRIAÇÃO E PRODUÇÃO DE OBRAS COM DIREITOS AUTORAIS LTDA - EPP.;03.918.609/0001-32;WMIX DISTRIBUIDORA LTDA.;09/04/2013; 1350000,00;;
02.13.0059.00;ENTRE O CÉU E A TERRA;PRODECINE 01;2010;73.668.295/0001-42;RF CINEMA E TV LTDA;73.668.295/0001-42;RF CINEMA E TV LTDA;33.897.794/0001-97;IPANEMA FILMES LTDA;10/04/2013; 1500000,00;;
02.13.0058.00;MERCADOS;PRODAV 01;2010;10.331.623/0001-09;SETE PERSONAGENS PRODUÇÕES CULTURAIS LTDA;10.331.623/0001-09;SETE PERSONAGENS PRODUÇÕES CULTURAIS LTDA;09.168.704/0001-42;EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;10/04/2013; 500000,00;24/10/2014; 500000,00
02.13.0057.00;VENDO OU ALUGO;PRODECINE 01;2010;02.229.175/0001-09;BPP PRODUÇÕES AUDIOVISUAIS LTDA-ME;02.229.175/0001-09;BPP PRODUÇÕES AUDIOVISUAIS LTDA-ME;72.672.017/0001-04;CANNES PRODUÇÕES S/A;10/04/2013; 500000,00;07/05/2013; 500000,00
02.13.0065.00;A PROCURA DE MARTINA;PRODECINE 01;2010;33.897.794/0001-97;IPANEMA FILMES LTDA;33.897.794/0001-97;IPANEMA FILMES LTDA;07.616.202/0001-01;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;17/04/2013; 750000,00;29/08/2017; 675000,00
02.13.0068.00;FANÁTICOS;PRODAV 01;2010;03.360.320/0001-40;TV ZERO CINEMA LTDA;03.360.320/0001-40;TV ZERO CINEMA LTDA;03.390.444/0001-79;TOPSPORTS VENTURES LTDA.;22/04/2013; 700000,00;29/05/2014; 700000,00
02.13.0067.00;VAN BORA!;PRODAV 01;2010;04.760.800/0001-61;MERCÚRIO PRODUÇÕES LTDA-ME;04.760.800/0001-61;MERCÚRIO PRODUÇÕES LTDA-ME;61.914.891/0001-86;FUND PE ANCHIETA CENTRO PAULISTA RADIO E TV EDUCATIVAS;22/04/2013; 600000,00;10/07/2013; 600000,00
02.13.0076.00;O SHOW DA LUNA;PRODAV 01;2010;01.161.933/0001-23;PG - PRODUÇÕES DE CINEMA VÍDEO E TV LTDA;01.161.933/0001-23;PG - PRODUÇÕES DE CINEMA VÍDEO E TV LTDA;09.168.704/0001-42;EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;02/05/2013; 1900000,00;27/05/2013; 1900000,00
DG-00.001;AS CANALHAS;PRODAV 01;2012;10.645.895/0001-75;MIGDAL PRODUÇÕES CINEMATOGRÁFICAS LTDA.;10.645.895/0001-75;MIGDAL PRODUÇÕES CINEMATOGRÁFICAS LTDA.;;;07/05/2013; 2651554,40;13/03/2013; 2651554,40
DG-00.002;JOGO DAS DECAPITAÇÕES;PRODECINE 04;2012;68.160.241/0001-31;AGRAVO PRODUÇÕES CINEMATOGRÁFICAS S/C LTDA;68.160.241/0001-31;AGRAVO PRODUÇÕES CINEMATOGRÁFICAS S/C LTDA;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;07/05/2013; 617899,00;06/05/2013; 617899,00
